Year,AnnÈe,ISO,Jurisdiction,Juridiction,Month,Mois,Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de donnÈes
2009,2009,PC,Parks Canada,Parcs Canada,Unspecified,IndÈterminÈ,38182.615,a,38182.615,a
2009,2009,PC,Parks Canada,Parcs Canada,January,Janvier,1437.601,a,1437.601,a
2009,2009,PC,Parks Canada,Parcs Canada,October,Octobre,1.6,a,1.6,a
2009,2009,PC,Parks Canada,Parcs Canada,November,Novembre,40.101,a,40.101,a
2009,2009,PC,Parks Canada,Parcs Canada,December,DÈcembre,203.22,a,203.22,a
2009,2009,PC,Parks Canada,Parcs Canada,February,FÈvrier,1500.41,a,1500.41,a
2009,2009,PC,Parks Canada,Parcs Canada,March,Mars,879.37,a,879.37,a
2009,2009,PC,Parks Canada,Parcs Canada,April,Avril,20.8,a,20.8,a
2009,2009,PC,Parks Canada,Parcs Canada,May,Mai,407.11,a,407.11,a
2009,2009,PC,Parks Canada,Parcs Canada,June,Juin,0.01,a,0.01,a
2009,2009,PC,Parks Canada,Parcs Canada,July,Juillet,74.02,a,74.02,a
2009,2009,PC,Parks Canada,Parcs Canada,August,Ao˚t,114.201,a,114.201,a
2009,2009,PC,Parks Canada,Parcs Canada,September,Septembre,0.52,a,0.52,a
2010,2010,PC,Parks Canada,Parcs Canada,January,Janvier,110.2,a,110.2,a
2010,2010,PC,Parks Canada,Parcs Canada,October,Octobre,24.33,a,24.33,a
2010,2010,PC,Parks Canada,Parcs Canada,November,Novembre,1475.2,a,1475.2,a
2010,2010,PC,Parks Canada,Parcs Canada,December,DÈcembre,2.51,a,2.51,a
2010,2010,PC,Parks Canada,Parcs Canada,February,FÈvrier,0.301,a,0.301,a
2010,2010,PC,Parks Canada,Parcs Canada,March,Mars,384.7,a,384.7,a
2010,2010,PC,Parks Canada,Parcs Canada,April,Avril,482.81,a,482.81,a
2010,2010,PC,Parks Canada,Parcs Canada,May,Mai,4018.2404,a,4018.2404,a
2010,2010,PC,Parks Canada,Parcs Canada,June,Juin,555.45,a,555.45,a
2010,2010,PC,Parks Canada,Parcs Canada,July,Juillet,865.96,a,865.96,a
2010,2010,PC,Parks Canada,Parcs Canada,August,Ao˚t,8.11,a,8.11,a
2010,2010,PC,Parks Canada,Parcs Canada,September,Septembre,55.53,a,55.53,a
2011,2011,PC,Parks Canada,Parcs Canada,October,Octobre,113.7,a,113.7,a
2011,2011,PC,Parks Canada,Parcs Canada,November,Novembre,0.201,a,0.201,a
2011,2011,PC,Parks Canada,Parcs Canada,April,Avril,14767.804,a,14767.804,a
2011,2011,PC,Parks Canada,Parcs Canada,May,Mai,64058.103,a,64058.103,a
2011,2011,PC,Parks Canada,Parcs Canada,June,Juin,6339.303,a,6339.303,a
2011,2011,PC,Parks Canada,Parcs Canada,July,Juillet,111.271,a,111.271,a
2011,2011,PC,Parks Canada,Parcs Canada,August,Ao˚t,1318.907,a,1318.907,a
2011,2011,PC,Parks Canada,Parcs Canada,September,Septembre,3266.504,a,3266.504,a
2012,2012,PC,Parks Canada,Parcs Canada,October,Octobre,15,a,15,a
2012,2012,PC,Parks Canada,Parcs Canada,March,Mars,67.21,a,67.21,a
2012,2012,PC,Parks Canada,Parcs Canada,April,Avril,1049.1,a,1049.1,a
2012,2012,PC,Parks Canada,Parcs Canada,May,Mai,115312.4,a,115312.4,a
2012,2012,PC,Parks Canada,Parcs Canada,June,Juin,37160.202,a,37160.202,a
2012,2012,PC,Parks Canada,Parcs Canada,July,Juillet,119013.7821,a,119013.7821,a
2012,2012,PC,Parks Canada,Parcs Canada,August,Ao˚t,1461.092,a,1461.092,a
2012,2012,PC,Parks Canada,Parcs Canada,September,Septembre,424.73,a,424.73,a
2013,2013,PC,Parks Canada,Parcs Canada,October,Octobre,0.11,a,0.11,a
2013,2013,PC,Parks Canada,Parcs Canada,November,Novembre,1.3,a,1.3,a
2013,2013,PC,Parks Canada,Parcs Canada,February,FÈvrier,3,a,3,a
2013,2013,PC,Parks Canada,Parcs Canada,April,Avril,4843.8,a,4843.8,a
2013,2013,PC,Parks Canada,Parcs Canada,May,Mai,6056.41,a,6056.41,a
2013,2013,PC,Parks Canada,Parcs Canada,June,Juin,27994.61,a,27994.61,a
2013,2013,PC,Parks Canada,Parcs Canada,July,Juillet,19813.7312,a,19813.7312,a
2013,2013,PC,Parks Canada,Parcs Canada,August,Ao˚t,1117.7,a,1117.7,a
2013,2013,PC,Parks Canada,Parcs Canada,September,Septembre,13.11,a,13.11,a
2014,2014,PC,Parks Canada,Parcs Canada,January,Janvier,9,a,9,a
2014,2014,PC,Parks Canada,Parcs Canada,November,Novembre,8,a,8,a
2014,2014,PC,Parks Canada,Parcs Canada,April,Avril,42,a,42,a
2014,2014,PC,Parks Canada,Parcs Canada,May,Mai,2946,a,2946,a
2014,2014,PC,Parks Canada,Parcs Canada,June,Juin,100858.5,a,100858.5,a
2014,2014,PC,Parks Canada,Parcs Canada,July,Juillet,101903.04,a,101903.04,a
2014,2014,PC,Parks Canada,Parcs Canada,August,Ao˚t,64419.302,a,64419.302,a
2014,2014,PC,Parks Canada,Parcs Canada,September,Septembre,131.8611,a,131.8611,a
2015,2015,PC,Parks Canada,Parcs Canada,October,Octobre,25,a,25,a
2015,2015,PC,Parks Canada,Parcs Canada,November,Novembre,6.2,a,6.2,a
2015,2015,PC,Parks Canada,Parcs Canada,March,Mars,90,a,90,a
2015,2015,PC,Parks Canada,Parcs Canada,April,Avril,3559.31,a,3559.31,a
2015,2015,PC,Parks Canada,Parcs Canada,May,Mai,290391.2,a,290391.2,a
2015,2015,PC,Parks Canada,Parcs Canada,June,Juin,165549.61,a,165549.61,a
2015,2015,PC,Parks Canada,Parcs Canada,July,Juillet,2561.5011,a,2561.5011,a
2015,2015,PC,Parks Canada,Parcs Canada,August,Ao˚t,1876.3891,a,1876.3891,a
2015,2015,PC,Parks Canada,Parcs Canada,September,Septembre,970.41,a,970.41,a
2016,2016,PC,Parks Canada,Parcs Canada,October,Octobre,0.01,a,0.01,a
2016,2016,PC,Parks Canada,Parcs Canada,November,Novembre,21.6,a,21.6,a
2016,2016,PC,Parks Canada,Parcs Canada,March,Mars,620.3538,a,620.3538,a
2016,2016,PC,Parks Canada,Parcs Canada,April,Avril,1784.6101,a,1784.6101,a
2016,2016,PC,Parks Canada,Parcs Canada,May,Mai,561.465,a,561.465,a
2016,2016,PC,Parks Canada,Parcs Canada,June,Juin,7110.9611,a,7110.9611,a
2016,2016,PC,Parks Canada,Parcs Canada,July,Juillet,672.1702,a,672.1702,a
2016,2016,PC,Parks Canada,Parcs Canada,August,Ao˚t,212.18,a,212.18,a
2016,2016,PC,Parks Canada,Parcs Canada,September,Septembre,196.1501,a,196.1501,a
2017,2017,PC,Parks Canada,Parcs Canada,January,Janvier,0.01,a,0.01,a
2017,2017,PC,Parks Canada,Parcs Canada,October,Octobre,30.053,a,30.053,a
2017,2017,PC,Parks Canada,Parcs Canada,February,FÈvrier,0.367,a,0.367,a
2017,2017,PC,Parks Canada,Parcs Canada,March,Mars,147.3,a,147.3,a
2017,2017,PC,Parks Canada,Parcs Canada,April,Avril,833.52,a,833.52,a
2017,2017,PC,Parks Canada,Parcs Canada,May,Mai,28354.642,a,28354.642,a
2017,2017,PC,Parks Canada,Parcs Canada,June,Juin,5587.09,a,5587.09,a
2017,2017,PC,Parks Canada,Parcs Canada,July,Juillet,61005.6698,a,61005.6698,a
2017,2017,PC,Parks Canada,Parcs Canada,August,Ao˚t,4026.2013,a,4026.2013,a
2017,2017,PC,Parks Canada,Parcs Canada,September,Septembre,19335.06001,a,19335.06001,a
2018,2018,PC,Parks Canada,Parcs Canada,Unspecified,IndÈterminÈ,0.01,a,0.01,a
2018,2018,PC,Parks Canada,Parcs Canada,January,Janvier,0.0101,a,0.0101,a
2018,2018,PC,Parks Canada,Parcs Canada,October,Octobre,141.4,a,141.4,a
2018,2018,PC,Parks Canada,Parcs Canada,November,Novembre,4.1,a,4.1,a
2018,2018,PC,Parks Canada,Parcs Canada,December,DÈcembre,0.0001,a,0.0001,a
2018,2018,PC,Parks Canada,Parcs Canada,March,Mars,2.107,a,2.107,a
2018,2018,PC,Parks Canada,Parcs Canada,April,Avril,72.22,a,72.22,a
2018,2018,PC,Parks Canada,Parcs Canada,May,Mai,55320.2106,a,55320.2106,a
2018,2018,PC,Parks Canada,Parcs Canada,June,Juin,147.5005,a,147.5005,a
2018,2018,PC,Parks Canada,Parcs Canada,July,Juillet,10443.0736,a,10443.0736,a
2018,2018,PC,Parks Canada,Parcs Canada,August,Ao˚t,9431.5523,a,9431.5523,a
2018,2018,PC,Parks Canada,Parcs Canada,September,Septembre,0.041,a,0.041,a
2019,2019,PC,Parks Canada,Parcs Canada,January,Janvier,0.04,a,0.04,a
2019,2019,PC,Parks Canada,Parcs Canada,October,Octobre,0.201,a,0.201,a
2019,2019,PC,Parks Canada,Parcs Canada,March,Mars,0.84,a,0.84,a
2019,2019,PC,Parks Canada,Parcs Canada,April,Avril,90.64,a,90.64,a
2019,2019,PC,Parks Canada,Parcs Canada,May,Mai,81511.26,a,81511.26,a
2019,2019,PC,Parks Canada,Parcs Canada,June,Juin,23659.431,a,23659.431,a
2019,2019,PC,Parks Canada,Parcs Canada,July,Juillet,12796.80001,a,12796.80001,a
2019,2019,PC,Parks Canada,Parcs Canada,August,Ao˚t,36.7711,a,36.7711,a
2019,2019,PC,Parks Canada,Parcs Canada,September,Septembre,0.2101,a,0.2101,a
2018,2018,PE,Prince Edward Island,Ile-du-Prince-Edouard,May,Mai,7.327422169,a,7.327422169,a
2018,2018,PE,Prince Edward Island,Ile-du-Prince-Edouard,September,Septembre,0.062729291,a,0.062729291,a
2019,2019,PE,Prince Edward Island,Ile-du-Prince-Edouard,December,DÈcembre,5.708664754,a,5.708664754,a
2019,2019,PE,Prince Edward Island,Ile-du-Prince-Edouard,April,Avril,8.452463488,a,8.452463488,a
2019,2019,PE,Prince Edward Island,Ile-du-Prince-Edouard,August,Ao˚t,0.05,a,0.05,a
1990,1990,QC,Quebec,QuÈbec,October,Octobre,40,a,40,a
1990,1990,QC,Quebec,QuÈbec,March,Mars,0,a,0,a
1990,1990,QC,Quebec,QuÈbec,April,Avril,56.6,a,56.6,a
1990,1990,QC,Quebec,QuÈbec,May,Mai,5704.5,a,5704.5,a
1990,1990,QC,Quebec,QuÈbec,June,Juin,2917,a,2917,a
1990,1990,QC,Quebec,QuÈbec,July,Juillet,51866.5,a,51866.5,a
1990,1990,QC,Quebec,QuÈbec,August,Ao˚t,22719,a,22719,a
1990,1990,QC,Quebec,QuÈbec,September,Septembre,39,a,39,a
1991,1991,QC,Quebec,QuÈbec,October,Octobre,3.6,a,3.6,a
1991,1991,QC,Quebec,QuÈbec,November,Novembre,0.7,a,0.7,a
1991,1991,QC,Quebec,QuÈbec,March,Mars,0,a,0,a
1991,1991,QC,Quebec,QuÈbec,April,Avril,94.2,a,94.2,a
1991,1991,QC,Quebec,QuÈbec,May,Mai,1415.6,a,1415.6,a
1991,1991,QC,Quebec,QuÈbec,June,Juin,394184.9,a,394184.9,a
1991,1991,QC,Quebec,QuÈbec,July,Juillet,9732.9,a,9732.9,a
1991,1991,QC,Quebec,QuÈbec,August,Ao˚t,32889.9,a,32889.9,a
1991,1991,QC,Quebec,QuÈbec,September,Septembre,9.6,a,9.6,a
1992,1992,QC,Quebec,QuÈbec,October,Octobre,0.3,a,0.3,a
1992,1992,QC,Quebec,QuÈbec,November,Novembre,0.3,a,0.3,a
1992,1992,QC,Quebec,QuÈbec,April,Avril,35.3,a,35.3,a
1992,1992,QC,Quebec,QuÈbec,May,Mai,5558.6,a,5558.6,a
1992,1992,QC,Quebec,QuÈbec,June,Juin,6758.9,a,6758.9,a
1992,1992,QC,Quebec,QuÈbec,July,Juillet,1230.3,a,1230.3,a
1992,1992,QC,Quebec,QuÈbec,August,Ao˚t,13517.5,a,13517.5,a
1992,1992,QC,Quebec,QuÈbec,September,Septembre,10.3,a,10.3,a
1993,1993,QC,Quebec,QuÈbec,October,Octobre,2,a,2,a
1993,1993,QC,Quebec,QuÈbec,November,Novembre,1.6,a,1.6,a
1993,1993,QC,Quebec,QuÈbec,April,Avril,25.8,a,25.8,a
1993,1993,QC,Quebec,QuÈbec,May,Mai,225.6,a,225.6,a
1993,1993,QC,Quebec,QuÈbec,June,Juin,124307.6,a,124307.6,a
1993,1993,QC,Quebec,QuÈbec,July,Juillet,621,a,621,a
1993,1993,QC,Quebec,QuÈbec,August,Ao˚t,3050.1,a,3050.1,a
1993,1993,QC,Quebec,QuÈbec,September,Septembre,0.3,a,0.3,a
1994,1994,QC,Quebec,QuÈbec,October,Octobre,121.9,a,121.9,a
1994,1994,QC,Quebec,QuÈbec,November,Novembre,6.5,a,6.5,a
1994,1994,QC,Quebec,QuÈbec,April,Avril,66.4,a,66.4,a
1994,1994,QC,Quebec,QuÈbec,May,Mai,1062.1,a,1062.1,a
1994,1994,QC,Quebec,QuÈbec,June,Juin,114685.7,a,114685.7,a
1994,1994,QC,Quebec,QuÈbec,July,Juillet,67.8,a,67.8,a
1994,1994,QC,Quebec,QuÈbec,August,Ao˚t,4.6,a,4.6,a
1994,1994,QC,Quebec,QuÈbec,September,Septembre,25.3,a,25.3,a
1995,1995,QC,Quebec,QuÈbec,October,Octobre,15.9,a,15.9,a
1995,1995,QC,Quebec,QuÈbec,November,Novembre,3,a,3,a
1995,1995,QC,Quebec,QuÈbec,March,Mars,7.2,a,7.2,a
1995,1995,QC,Quebec,QuÈbec,April,Avril,84.3,a,84.3,a
1995,1995,QC,Quebec,QuÈbec,May,Mai,363.7,a,363.7,a
1995,1995,QC,Quebec,QuÈbec,June,Juin,451241.1,a,451241.1,a
1995,1995,QC,Quebec,QuÈbec,July,Juillet,47192.1,a,47192.1,a
1995,1995,QC,Quebec,QuÈbec,August,Ao˚t,228797.5,a,228797.5,a
1995,1995,QC,Quebec,QuÈbec,September,Septembre,21.9,a,21.9,a
1996,1996,QC,Quebec,QuÈbec,October,Octobre,5.8,a,5.8,a
1996,1996,QC,Quebec,QuÈbec,November,Novembre,0.4,a,0.4,a
1996,1996,QC,Quebec,QuÈbec,April,Avril,3.6,a,3.6,a
1996,1996,QC,Quebec,QuÈbec,May,Mai,384.8,a,384.8,a
1996,1996,QC,Quebec,QuÈbec,June,Juin,438669.1,a,438669.1,a
1996,1996,QC,Quebec,QuÈbec,July,Juillet,192047.3,a,192047.3,a
1996,1996,QC,Quebec,QuÈbec,August,Ao˚t,60464.2,a,60464.2,a
1996,1996,QC,Quebec,QuÈbec,September,Septembre,14.4,a,14.4,a
1997,1997,QC,Quebec,QuÈbec,October,Octobre,73.5,a,73.5,a
1997,1997,QC,Quebec,QuÈbec,November,Novembre,0,a,0,a
1997,1997,QC,Quebec,QuÈbec,April,Avril,27.3,a,27.3,a
1997,1997,QC,Quebec,QuÈbec,May,Mai,37.8,a,37.8,a
1997,1997,QC,Quebec,QuÈbec,June,Juin,385457.4,a,385457.4,a
1997,1997,QC,Quebec,QuÈbec,July,Juillet,7419.2,a,7419.2,a
1997,1997,QC,Quebec,QuÈbec,August,Ao˚t,63.7,a,63.7,a
1997,1997,QC,Quebec,QuÈbec,September,Septembre,0.3,a,0.3,a
1998,1998,QC,Quebec,QuÈbec,October,Octobre,150.4,a,150.4,a
1998,1998,QC,Quebec,QuÈbec,November,Novembre,1.4,a,1.4,a
1998,1998,QC,Quebec,QuÈbec,April,Avril,137.6,a,137.6,a
1998,1998,QC,Quebec,QuÈbec,May,Mai,27626.7,a,27626.7,a
1998,1998,QC,Quebec,QuÈbec,June,Juin,277909.2,a,277909.2,a
1998,1998,QC,Quebec,QuÈbec,July,Juillet,112254.5,a,112254.5,a
1998,1998,QC,Quebec,QuÈbec,August,Ao˚t,217.9,a,217.9,a
1998,1998,QC,Quebec,QuÈbec,September,Septembre,9.1,a,9.1,a
1999,1999,QC,Quebec,QuÈbec,October,Octobre,0,a,0,a
1999,1999,QC,Quebec,QuÈbec,November,Novembre,0.4,a,0.4,a
1999,1999,QC,Quebec,QuÈbec,April,Avril,190.3,a,190.3,a
1999,1999,QC,Quebec,QuÈbec,May,Mai,8657.4,a,8657.4,a
1999,1999,QC,Quebec,QuÈbec,June,Juin,87917.9,a,87917.9,a
1999,1999,QC,Quebec,QuÈbec,July,Juillet,244.2,a,244.2,a
1999,1999,QC,Quebec,QuÈbec,August,Ao˚t,295.2,a,295.2,a
1999,1999,QC,Quebec,QuÈbec,September,Septembre,441.8,a,441.8,a
2000,2000,QC,Quebec,QuÈbec,October,Octobre,8.1,a,8.1,a
2000,2000,QC,Quebec,QuÈbec,November,Novembre,23.3,a,23.3,a
2000,2000,QC,Quebec,QuÈbec,March,Mars,0,a,0,a
2000,2000,QC,Quebec,QuÈbec,April,Avril,79.1,a,79.1,a
2000,2000,QC,Quebec,QuÈbec,May,Mai,182.6,a,182.6,a
2000,2000,QC,Quebec,QuÈbec,June,Juin,106.3,a,106.3,a
2000,2000,QC,Quebec,QuÈbec,July,Juillet,38314,a,38314,a
2000,2000,QC,Quebec,QuÈbec,August,Ao˚t,481.5,a,481.5,a
2000,2000,QC,Quebec,QuÈbec,September,Septembre,13.4,a,13.4,a
2001,2001,QC,Quebec,QuÈbec,October,Octobre,31.6,a,31.6,a
2001,2001,QC,Quebec,QuÈbec,November,Novembre,0,a,0,a
2001,2001,QC,Quebec,QuÈbec,April,Avril,155.1,a,155.1,a
2001,2001,QC,Quebec,QuÈbec,May,Mai,5100.2,a,5100.2,a
2001,2001,QC,Quebec,QuÈbec,June,Juin,7768.6,a,7768.6,a
2001,2001,QC,Quebec,QuÈbec,July,Juillet,19323.4,a,19323.4,a
2001,2001,QC,Quebec,QuÈbec,August,Ao˚t,684.5,a,684.5,a
2001,2001,QC,Quebec,QuÈbec,September,Septembre,4.8,a,4.8,a
2002,2002,QC,Quebec,QuÈbec,October,Octobre,0,a,0,a
2002,2002,QC,Quebec,QuÈbec,November,Novembre,0,a,0,a
2002,2002,QC,Quebec,QuÈbec,March,Mars,0,a,0,a
2002,2002,QC,Quebec,QuÈbec,April,Avril,37.2,a,37.2,a
2002,2002,QC,Quebec,QuÈbec,May,Mai,456.9,a,456.9,a
2002,2002,QC,Quebec,QuÈbec,June,Juin,140533.9,a,140533.9,a
2002,2002,QC,Quebec,QuÈbec,July,Juillet,872552.3,a,872552.3,a
2002,2002,QC,Quebec,QuÈbec,August,Ao˚t,49.4,a,49.4,a
2002,2002,QC,Quebec,QuÈbec,September,Septembre,119.9,a,119.9,a
2003,2003,QC,Quebec,QuÈbec,October,Octobre,4.5,a,4.5,a
2003,2003,QC,Quebec,QuÈbec,April,Avril,44.2,a,44.2,a
2003,2003,QC,Quebec,QuÈbec,May,Mai,7678.5,a,7678.5,a
2003,2003,QC,Quebec,QuÈbec,June,Juin,46095.5,a,46095.5,a
2003,2003,QC,Quebec,QuÈbec,July,Juillet,1858.2,a,1858.2,a
2003,2003,QC,Quebec,QuÈbec,August,Ao˚t,32149.8,a,32149.8,a
2003,2003,QC,Quebec,QuÈbec,September,Septembre,29.6,a,29.6,a
2004,2004,QC,Quebec,QuÈbec,October,Octobre,11.2,a,11.2,a
2004,2004,QC,Quebec,QuÈbec,November,Novembre,0,a,0,a
2004,2004,QC,Quebec,QuÈbec,April,Avril,35.6,a,35.6,a
2004,2004,QC,Quebec,QuÈbec,May,Mai,72.3,a,72.3,a
2004,2004,QC,Quebec,QuÈbec,June,Juin,480.5,a,480.5,a
2004,2004,QC,Quebec,QuÈbec,July,Juillet,2308.6,a,2308.6,a
2004,2004,QC,Quebec,QuÈbec,August,Ao˚t,116,a,116,a
2004,2004,QC,Quebec,QuÈbec,September,Septembre,20,a,20,a
2005,2005,QC,Quebec,QuÈbec,October,Octobre,0.6,a,0.6,a
2005,2005,QC,Quebec,QuÈbec,November,Novembre,0.1,a,0.1,a
2005,2005,QC,Quebec,QuÈbec,April,Avril,114.6,a,114.6,a
2005,2005,QC,Quebec,QuÈbec,May,Mai,576559.6,a,576559.6,a
2005,2005,QC,Quebec,QuÈbec,June,Juin,74758.5,a,74758.5,a
2005,2005,QC,Quebec,QuÈbec,July,Juillet,146333.2,a,146333.2,a
2005,2005,QC,Quebec,QuÈbec,August,Ao˚t,827.3,a,827.3,a
2005,2005,QC,Quebec,QuÈbec,September,Septembre,1536.4,a,1536.4,a
2006,2006,QC,Quebec,QuÈbec,October,Octobre,32.9,a,32.9,a
2006,2006,QC,Quebec,QuÈbec,November,Novembre,0,a,0,a
2006,2006,QC,Quebec,QuÈbec,March,Mars,0.1,a,0.1,a
2006,2006,QC,Quebec,QuÈbec,April,Avril,64.7,a,64.7,a
2006,2006,QC,Quebec,QuÈbec,May,Mai,24971.5,a,24971.5,a
2006,2006,QC,Quebec,QuÈbec,June,Juin,102037.1,a,102037.1,a
2006,2006,QC,Quebec,QuÈbec,July,Juillet,9226,a,9226,a
2006,2006,QC,Quebec,QuÈbec,August,Ao˚t,6.7,a,6.7,a
2006,2006,QC,Quebec,QuÈbec,September,Septembre,12.1,a,12.1,a
2007,2007,QC,Quebec,QuÈbec,October,Octobre,30,a,30,a
2007,2007,QC,Quebec,QuÈbec,November,Novembre,1.8,a,1.8,a
2007,2007,QC,Quebec,QuÈbec,April,Avril,36.5,a,36.5,a
2007,2007,QC,Quebec,QuÈbec,May,Mai,83705.7,a,83705.7,a
2007,2007,QC,Quebec,QuÈbec,June,Juin,258704.4,a,258704.4,a
2007,2007,QC,Quebec,QuÈbec,July,Juillet,50,a,50,a
2007,2007,QC,Quebec,QuÈbec,August,Ao˚t,120.1,a,120.1,a
2007,2007,QC,Quebec,QuÈbec,September,Septembre,33.6,a,33.6,a
2008,2008,QC,Quebec,QuÈbec,October,Octobre,1.7,a,1.7,a
2008,2008,QC,Quebec,QuÈbec,November,Novembre,1.5,a,1.5,a
2008,2008,QC,Quebec,QuÈbec,April,Avril,59.4,a,59.4,a
2008,2008,QC,Quebec,QuÈbec,May,Mai,45.7,a,45.7,a
2008,2008,QC,Quebec,QuÈbec,June,Juin,1168.2,a,1168.2,a
2008,2008,QC,Quebec,QuÈbec,July,Juillet,138.6,a,138.6,a
2008,2008,QC,Quebec,QuÈbec,August,Ao˚t,66.1,a,66.1,a
2008,2008,QC,Quebec,QuÈbec,September,Septembre,0.4,a,0.4,a
2009,2009,QC,Quebec,QuÈbec,October,Octobre,0,a,0,a
2009,2009,QC,Quebec,QuÈbec,November,Novembre,3.3,a,3.3,a
2009,2009,QC,Quebec,QuÈbec,March,Mars,0.1,a,0.1,a
2009,2009,QC,Quebec,QuÈbec,April,Avril,103.4,a,103.4,a
2009,2009,QC,Quebec,QuÈbec,May,Mai,186,a,186,a
2009,2009,QC,Quebec,QuÈbec,June,Juin,91586.5,a,91586.5,a
2009,2009,QC,Quebec,QuÈbec,July,Juillet,2042.3,a,2042.3,a
2009,2009,QC,Quebec,QuÈbec,August,Ao˚t,5.5,a,5.5,a
2009,2009,QC,Quebec,QuÈbec,September,Septembre,44.6,a,44.6,a
2010,2010,QC,Quebec,QuÈbec,October,Octobre,0.8,a,0.8,a
2010,2010,QC,Quebec,QuÈbec,November,Novembre,6.5,a,6.5,a
2010,2010,QC,Quebec,QuÈbec,March,Mars,11.3,a,11.3,a
2010,2010,QC,Quebec,QuÈbec,April,Avril,61.3,a,61.3,a
2010,2010,QC,Quebec,QuÈbec,May,Mai,206976.7,a,206976.7,a
2010,2010,QC,Quebec,QuÈbec,June,Juin,107650.3,a,107650.3,a
2010,2010,QC,Quebec,QuÈbec,July,Juillet,90,a,90,a
2010,2010,QC,Quebec,QuÈbec,August,Ao˚t,78.9,a,78.9,a
2010,2010,QC,Quebec,QuÈbec,September,Septembre,8,a,8,a
2011,2011,QC,Quebec,QuÈbec,October,Octobre,279.5,a,279.5,a
2011,2011,QC,Quebec,QuÈbec,November,Novembre,2.6,a,2.6,a
2011,2011,QC,Quebec,QuÈbec,April,Avril,4.4,a,4.4,a
2011,2011,QC,Quebec,QuÈbec,May,Mai,813,a,813,a
2011,2011,QC,Quebec,QuÈbec,June,Juin,6881.9,a,6881.9,a
2011,2011,QC,Quebec,QuÈbec,July,Juillet,4249.3,a,4249.3,a
2011,2011,QC,Quebec,QuÈbec,August,Ao˚t,135.6,a,135.6,a
2011,2011,QC,Quebec,QuÈbec,September,Septembre,31.2,a,31.2,a
2012,2012,QC,Quebec,QuÈbec,October,Octobre,5.7,a,5.7,a
2012,2012,QC,Quebec,QuÈbec,November,Novembre,0.8,a,0.8,a
2012,2012,QC,Quebec,QuÈbec,March,Mars,9.5,a,9.5,a
2012,2012,QC,Quebec,QuÈbec,April,Avril,102.1,a,102.1,a
2012,2012,QC,Quebec,QuÈbec,May,Mai,49480.1,a,49480.1,a
2012,2012,QC,Quebec,QuÈbec,June,Juin,13071.3,a,13071.3,a
2012,2012,QC,Quebec,QuÈbec,July,Juillet,1337.8,a,1337.8,a
2012,2012,QC,Quebec,QuÈbec,August,Ao˚t,25.7,a,25.7,a
2012,2012,QC,Quebec,QuÈbec,September,Septembre,10.1,a,10.1,a
2013,2013,QC,Quebec,QuÈbec,October,Octobre,5.2,a,5.2,a
2013,2013,QC,Quebec,QuÈbec,November,Novembre,0,a,0,a
2013,2013,QC,Quebec,QuÈbec,April,Avril,30.5,a,30.5,a
2013,2013,QC,Quebec,QuÈbec,May,Mai,171.3,a,171.3,a
2013,2013,QC,Quebec,QuÈbec,June,Juin,1517966.5,a,1517966.5,a
2013,2013,QC,Quebec,QuÈbec,July,Juillet,354653.4,a,354653.4,a
2013,2013,QC,Quebec,QuÈbec,August,Ao˚t,9,a,9,a
2013,2013,QC,Quebec,QuÈbec,September,Septembre,6.3,a,6.3,a
2014,2014,QC,Quebec,QuÈbec,October,Octobre,22.9,a,22.9,a
2014,2014,QC,Quebec,QuÈbec,November,Novembre,1.1,a,1.1,a
2014,2014,QC,Quebec,QuÈbec,April,Avril,33.3,a,33.3,a
2014,2014,QC,Quebec,QuÈbec,May,Mai,17423.5,a,17423.5,a
2014,2014,QC,Quebec,QuÈbec,June,Juin,32679.8,a,32679.8,a
2014,2014,QC,Quebec,QuÈbec,July,Juillet,12757.3,a,12757.3,a
2014,2014,QC,Quebec,QuÈbec,August,Ao˚t,791.9,a,791.9,a
2014,2014,QC,Quebec,QuÈbec,September,Septembre,10.9,a,10.9,a
2015,2015,QC,Quebec,QuÈbec,October,Octobre,0.3,a,0.3,a
2015,2015,QC,Quebec,QuÈbec,November,Novembre,0.7,a,0.7,a
2015,2015,QC,Quebec,QuÈbec,December,DÈcembre,0,a,0,a
2015,2015,QC,Quebec,QuÈbec,April,Avril,15.3,a,15.3,a
2015,2015,QC,Quebec,QuÈbec,May,Mai,208,a,208,a
2015,2015,QC,Quebec,QuÈbec,June,Juin,2679.9,a,2679.9,a
2015,2015,QC,Quebec,QuÈbec,July,Juillet,1877.7,a,1877.7,a
2015,2015,QC,Quebec,QuÈbec,August,Ao˚t,595.4,a,595.4,a
2015,2015,QC,Quebec,QuÈbec,September,Septembre,2.3,a,2.3,a
2016,2016,QC,Quebec,QuÈbec,October,Octobre,3.7,a,3.7,a
2016,2016,QC,Quebec,QuÈbec,November,Novembre,0,a,0,a
2016,2016,QC,Quebec,QuÈbec,December,DÈcembre,0.1,a,0.1,a
2016,2016,QC,Quebec,QuÈbec,March,Mars,0.1,a,0.1,a
2016,2016,QC,Quebec,QuÈbec,April,Avril,35.1,a,35.1,a
2016,2016,QC,Quebec,QuÈbec,May,Mai,84.1,a,84.1,a
2016,2016,QC,Quebec,QuÈbec,June,Juin,3980.9,a,3980.9,a
2016,2016,QC,Quebec,QuÈbec,July,Juillet,29031.8,a,29031.8,a
