Year,AnnÈe,ISO,Jurisdiction,Juridiction,Fire size class,Classe de superficie ‡ l'extinction ,Number,Data Qualifier,Nombre,Qualificatifs de donnÈes
1997,1997,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",122,a,122,a
1997,1997,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",22,a,22,a
1997,1997,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",4,a,4,a
1997,1997,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,1,a,1,a
1997,1997,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",822,a,822,a
1998,1998,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",584,a,584,a
1998,1998,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",321,a,321,a
1998,1998,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
1998,1998,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",94,a,94,a
1998,1998,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",38,a,38,a
1998,1998,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,10,a,10,a
1998,1998,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1613,a,1613,a
1999,1999,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",235,a,235,a
1999,1999,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",140,a,140,a
1999,1999,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",59,a,59,a
1999,1999,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",17,a,17,a
1999,1999,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,3,a,3,a
1999,1999,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",744,a,744,a
2000,2000,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",326,a,326,a
2000,2000,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",185,a,185,a
2000,2000,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",59,a,59,a
2000,2000,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",12,a,12,a
2000,2000,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,2,a,2,a
2000,2000,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",942,a,942,a
2001,2001,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",298,a,298,a
2001,2001,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",186,a,186,a
2001,2001,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",37,a,37,a
2001,2001,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
2001,2001,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,2,a,2,a
2001,2001,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",759,a,759,a
2002,2002,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",420,a,420,a
2002,2002,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",225,a,225,a
2002,2002,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",58,a,58,a
2002,2002,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",9,a,9,a
2002,2002,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,2,a,2,a
2002,2002,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1058,a,1058,a
2003,2003,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",505,a,505,a
2003,2003,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",263,a,263,a
2003,2003,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,6,a,6,a
2003,2003,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",115,a,115,a
2003,2003,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",61,a,61,a
2003,2003,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,34,a,34,a
2003,2003,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1473,a,1473,a
2004,2004,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",475,a,475,a
2004,2004,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",256,a,256,a
2004,2004,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,6,a,6,a
2004,2004,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",113,a,113,a
2004,2004,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",50,a,50,a
2004,2004,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,21,a,21,a
2004,2004,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1484,a,1484,a
2005,2005,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",215,a,215,a
2005,2005,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",122,a,122,a
2005,2005,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
2005,2005,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",49,a,49,a
2005,2005,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",18,a,18,a
2005,2005,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,4,a,4,a
2005,2005,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",585,a,585,a
2006,2006,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",435,a,435,a
2006,2006,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",280,a,280,a
2006,2006,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,4,a,4,a
2006,2006,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",128,a,128,a
2006,2006,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",64,a,64,a
2006,2006,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,21,a,21,a
2006,2006,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1628,a,1628,a
2007,2007,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",346,a,346,a
2007,2007,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",134,a,134,a
2007,2007,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",55,a,55,a
2007,2007,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
2007,2007,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,7,a,7,a
2007,2007,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1049,a,1049,a
2008,2008,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",387,a,387,a
2008,2008,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",169,a,169,a
2008,2008,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",71,a,71,a
2008,2008,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",15,a,15,a
2008,2008,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,2,a,2,a
2008,2008,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1381,a,1381,a
2009,2009,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",545,a,545,a
2009,2009,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",258,a,258,a
2009,2009,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,3,a,3,a
2009,2009,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",162,a,162,a
2009,2009,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",81,a,81,a
2009,2009,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,30,a,30,a
2009,2009,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1970,a,1970,a
2010,2010,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",333,a,333,a
2010,2010,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",217,a,217,a
2010,2010,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,9,a,9,a
2010,2010,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",98,a,98,a
2010,2010,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",43,a,43,a
2010,2010,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,32,a,32,a
2010,2010,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",957,a,957,a
2011,2011,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",131,a,131,a
2011,2011,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",79,a,79,a
2011,2011,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,1,a,1,a
2011,2011,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",22,a,22,a
2011,2011,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",3,a,3,a
2011,2011,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",410,a,410,a
2012,2012,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",331,a,331,a
2012,2012,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",193,a,193,a
2012,2012,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
2012,2012,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",93,a,93,a
2012,2012,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",24,a,24,a
2012,2012,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,15,a,15,a
2012,2012,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",982,a,982,a
2013,2013,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",353,a,353,a
2013,2013,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",195,a,195,a
2013,2013,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",85,a,85,a
2013,2013,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",15,a,15,a
2013,2013,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,5,a,5,a
2013,2013,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1214,a,1214,a
2014,2014,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",302,a,302,a
2014,2014,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",187,a,187,a
2014,2014,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,5,a,5,a
2014,2014,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",87,a,87,a
2014,2014,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",31,a,31,a
2014,2014,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,16,a,16,a
2014,2014,BC,British Columbia,Colombie-Britannique,Over 100 000,Over 100 000,1,a,1,a
2014,2014,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",840,a,840,a
2015,2015,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",384,a,384,a
2015,2015,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",223,a,223,a
2015,2015,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,9,a,9,a
2015,2015,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",85,a,85,a
2015,2015,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",52,a,52,a
2015,2015,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,28,a,28,a
2015,2015,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1082,a,1082,a
2016,2016,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",208,a,208,a
2016,2016,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",106,a,106,a
2016,2016,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
2016,2016,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",74,a,74,a
2016,2016,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",25,a,25,a
2016,2016,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,2,a,2,a
2016,2016,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",651,a,651,a
2017,2017,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",279,a,279,a
2017,2017,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",156,a,156,a
2017,2017,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,8,a,8,a
2017,2017,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",84,a,84,a
2017,2017,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",44,a,44,a
2017,2017,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,34,a,34,a
2017,2017,BC,British Columbia,Colombie-Britannique,Over 100 000,Over 100 000,3,a,3,a
2017,2017,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",741,a,741,a
2018,2018,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",412,a,412,a
2018,2018,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",248,a,248,a
2018,2018,BC,British Columbia,Colombie-Britannique,10 000 - 100 000 ha,10 000 - 100 000 ha,22,a,22,a
2018,2018,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",195,a,195,a
2018,2018,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",135,a,135,a
2018,2018,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,59,a,59,a
2018,2018,BC,British Columbia,Colombie-Britannique,Over 100 000,Over 100 000,3,a,3,a
2018,2018,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",1015,a,1015,a
2019,2019,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",177,a,177,a
2019,2019,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",113,a,113,a
2019,2019,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",35,a,35,a
2019,2019,BC,British Columbia,Colombie-Britannique,100.1 - 1 000 ha,"100,1 - 1 000 ha",12,a,12,a
2019,2019,BC,British Columbia,Colombie-Britannique,1000 - 10 000 ha,1000 - 10 000 ha,5,a,5,a
2019,2019,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",492,a,492,a
2020,2020,BC,British Columbia,Colombie-Britannique,0.11 - 1.0 ha,"0,11 - 1 ha",7,a,7,a
2020,2020,BC,British Columbia,Colombie-Britannique,1.1 - 10 ha,"1,1 - 10 ha",3,a,3,a
2020,2020,BC,British Columbia,Colombie-Britannique,10.1 - 100 ha,"10,1 - 100 ha",1,a,1,a
2020,2020,BC,British Columbia,Colombie-Britannique,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",8,a,8,a
1990,1990,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",182,a,182,a
1990,1990,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",134,a,134,a
1990,1990,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",60,a,60,a
1990,1990,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
1990,1990,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,5,a,5,a
1990,1990,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",165,a,165,a
1991,1991,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",203,a,203,a
1991,1991,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",141,a,141,a
1991,1991,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,4,a,4,a
1991,1991,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",86,a,86,a
1991,1991,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",42,a,42,a
1991,1991,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,14,a,14,a
1991,1991,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",182,a,182,a
1992,1992,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",94,a,94,a
1992,1992,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",78,a,78,a
1992,1992,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,6,a,6,a
1992,1992,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",37,a,37,a
1992,1992,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",16,a,16,a
1992,1992,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,9,a,9,a
1992,1992,MB,Manitoba,Manitoba,Over 100 000,Over 100 000,1,a,1,a
1992,1992,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",57,a,57,a
1993,1993,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",73,a,73,a
1993,1993,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",55,a,55,a
1993,1993,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,3,a,3,a
1993,1993,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",31,a,31,a
1993,1993,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",19,a,19,a
1993,1993,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,3,a,3,a
1993,1993,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",55,a,55,a
1994,1994,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",164,a,164,a
1994,1994,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",126,a,126,a
1994,1994,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,15,a,15,a
1994,1994,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",83,a,83,a
1994,1994,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",49,a,49,a
1994,1994,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,21,a,21,a
1994,1994,MB,Manitoba,Manitoba,Over 100 000,Over 100 000,4,a,4,a
1994,1994,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",93,a,93,a
1995,1995,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",232,a,232,a
1995,1995,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",117,a,117,a
1995,1995,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,26,a,26,a
1995,1995,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",80,a,80,a
1995,1995,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",30,a,30,a
1995,1995,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,35,a,35,a
1995,1995,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",142,a,142,a
1996,1996,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",119,a,119,a
1996,1996,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",113,a,113,a
1996,1996,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,3,a,3,a
1996,1996,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",60,a,60,a
1996,1996,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",26,a,26,a
1996,1996,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,20,a,20,a
1996,1996,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",83,a,83,a
1997,1997,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",130,a,130,a
1997,1997,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",92,a,92,a
1997,1997,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",54,a,54,a
1997,1997,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",24,a,24,a
1997,1997,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,8,a,8,a
1997,1997,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",65,a,65,a
1998,1998,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",132,a,132,a
1998,1998,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",151,a,151,a
1998,1998,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,8,a,8,a
1998,1998,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",78,a,78,a
1998,1998,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",25,a,25,a
1998,1998,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,18,a,18,a
1998,1998,MB,Manitoba,Manitoba,Over 100 000,Over 100 000,1,a,1,a
1998,1998,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",103,a,103,a
1999,1999,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",169,a,169,a
1999,1999,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",182,a,182,a
1999,1999,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,3,a,3,a
1999,1999,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",72,a,72,a
1999,1999,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",46,a,46,a
1999,1999,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,15,a,15,a
1999,1999,MB,Manitoba,Manitoba,Up to 0.1 ha,"Jusqu'‡ 0,1 ha",126,a,126,a
2000,2000,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",148,a,148,a
2000,2000,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",120,a,120,a
2000,2000,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
2000,2000,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",45,a,45,a
2000,2000,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",24,a,24,a
2000,2000,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,14,a,14,a
2001,2001,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",214,a,214,a
2001,2001,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",200,a,200,a
2001,2001,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",59,a,59,a
2001,2001,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",34,a,34,a
2001,2001,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,20,a,20,a
2002,2002,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",338,a,338,a
2002,2002,MB,Manitoba,Manitoba,1.1 - 10 ha,"1,1 - 10 ha",257,a,257,a
2002,2002,MB,Manitoba,Manitoba,10 000 - 100 000 ha,10 000 - 100 000 ha,2,a,2,a
2002,2002,MB,Manitoba,Manitoba,10.1 - 100 ha,"10,1 - 100 ha",104,a,104,a
2002,2002,MB,Manitoba,Manitoba,100.1 - 1 000 ha,"100,1 - 1 000 ha",38,a,38,a
2002,2002,MB,Manitoba,Manitoba,1000 - 10 000 ha,1000 - 10 000 ha,16,a,16,a
2003,2003,MB,Manitoba,Manitoba,0.11 - 1.0 ha,"0,11 - 1 ha",555,a,555,a
