Year,AnnÈe,ISO,Jurisdiction,Juridiction,Month,Mois,Number,Data Qualifier,Nombre,Qualificatifs de donnÈes
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,1,a,1,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,44,a,44,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,77,a,77,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,35,a,35,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,108,a,108,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,59,a,59,a
1997,1997,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,16,a,16,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,16,a,16,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,20,a,20,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,86,a,86,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,91,a,91,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,45,a,45,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,19,a,19,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,61,a,61,a
1998,1998,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,8,a,8,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,3,a,3,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,7,a,7,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,23,a,23,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,78,a,78,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,129,a,129,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,97,a,97,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,89,a,89,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,24,a,24,a
1999,1999,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,14,a,14,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,8,a,8,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1,a,1,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,4,a,4,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,19,a,19,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,57,a,57,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,51,a,51,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,25,a,25,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,29,a,29,a
2000,2000,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,18,a,18,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,28,a,28,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,7,a,7,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,4,a,4,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,36,a,36,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,139,a,139,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,31,a,31,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,65,a,65,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,128,a,128,a
2001,2001,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,47,a,47,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,4,a,4,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,23,a,23,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,111,a,111,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,31,a,31,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,26,a,26,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,55,a,55,a
2002,2002,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,17,a,17,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,8,a,8,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,2,a,2,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,75,a,75,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,100,a,100,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,28,a,28,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,30,a,30,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,16,a,16,a
2003,2003,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,13,a,13,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,4,a,4,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1,a,1,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,31,a,31,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,137,a,137,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,52,a,52,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,10,a,10,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,15,a,15,a
2004,2004,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,8,a,8,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,2,a,2,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,3,a,3,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,155,a,155,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,12,a,12,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,39,a,39,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,15,a,15,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,41,a,41,a
2005,2005,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,22,a,22,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,1,a,1,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,86,a,86,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,69,a,69,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,29,a,29,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,1,a,1,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,6,a,6,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,10,a,10,a
2006,2006,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,12,a,12,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,3,a,3,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1,a,1,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,18,a,18,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,148,a,148,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,164,a,164,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,16,a,16,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,15,a,15,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,19,a,19,a
2007,2007,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,2,a,2,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,2,a,2,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1,a,1,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,2,a,2,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,136,a,136,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,45,a,45,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,37,a,37,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,19,a,19,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,2,a,2,a
2008,2008,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,3,a,3,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,4,a,4,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,104,a,104,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,46,a,46,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,8,a,8,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,7,a,7,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,14,a,14,a
2009,2009,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,7,a,7,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,5,a,5,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,59,a,59,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,112,a,112,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,63,a,63,a
2010,2010,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,9,a,9,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,20,a,20,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,62,a,62,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,9,a,9,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,6,a,6,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,8,a,8,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,7,a,7,a
2011,2011,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,2,a,2,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,72,a,72,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,157,a,157,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,35,a,35,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,22,a,22,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,31,a,31,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,26,a,26,a
2012,2012,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,9,a,9,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,3,a,3,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,59,a,59,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,82,a,82,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,2,a,2,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,6,a,6,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,17,a,17,a
2013,2013,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,2,a,2,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,5,a,5,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,1,a,1,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,41,a,41,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,71,a,71,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,23,a,23,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,12,a,12,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,10,a,10,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,8,a,8,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,1,a,1,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,202,a,202,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,6,a,6,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,12,a,12,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,8,a,8,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,18,a,18,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,4,a,4,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,1,a,1,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,102,a,102,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,59,a,59,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,28,a,28,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,15,a,15,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,38,a,38,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,22,a,22,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,5,a,5,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,November,Novembre,1,a,1,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,82,a,82,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,44,a,44,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,11,a,11,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,10,a,10,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,15,a,15,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,7,a,7,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,2,a,2,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,51,a,51,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,51,a,51,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,24,a,24,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,23,a,23,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,17,a,17,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,22,a,22,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,October,Octobre,2,a,2,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,March,Mars,17,a,17,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,April,Avril,16,a,16,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,May,Mai,45,a,45,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,June,Juin,13,a,13,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,July,Juillet,7,a,7,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,August,Ao˚t,34,a,34,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,September,Septembre,9,a,9,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,10,a,10,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,98,a,98,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,113,a,113,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,13,a,13,a
1990,1990,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,2,a,2,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,5,a,5,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,59,a,59,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,149,a,149,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,117,a,117,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,1,a,1,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,9,a,9,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,31,a,31,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,130,a,130,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,100,a,100,a
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,15,a,15,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,December,DÈcembre,2,a,2,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,13,a,13,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,175,a,175,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,249,a,249,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,30,a,30,a
1993,1993,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,4,a,4,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,January,Janvier,2,a,2,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,8,a,8,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,1,a,1,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,December,DÈcembre,1,a,1,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,February,FÈvrier,1,a,1,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,1,a,1,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,37,a,37,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,185,a,185,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,326,a,326,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,78,a,78,a
1994,1994,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,13,a,13,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,1,a,1,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,3,a,3,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,1,a,1,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,24,a,24,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,79,a,79,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,56,a,56,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,47,a,47,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,7,a,7,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,1,a,1,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,11,a,11,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,182,a,182,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,134,a,134,a
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,22,a,22,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,1,a,1,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,17,a,17,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,74,a,74,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,10,a,10,a
1997,1997,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,3,a,3,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,24,a,24,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,76,a,76,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,228,a,228,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,69,a,69,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,2,a,2,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,April,Avril,1,a,1,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,3,a,3,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,70,a,70,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,39,a,39,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,53,a,53,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,6,a,6,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,5,a,5,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,90,a,90,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,144,a,144,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,36,a,36,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,49,a,49,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,71,a,71,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,5,a,5,a
2001,2001,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,2,a,2,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,2,a,2,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,38,a,38,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,41,a,41,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,4,a,4,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,6,a,6,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,48,a,48,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,86,a,86,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,19,a,19,a
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,1,a,1,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,2,a,2,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,November,Novembre,1,a,1,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,3,a,3,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,49,a,49,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,206,a,206,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,27,a,27,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,9,a,9,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,1,a,1,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,15,a,15,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,43,a,43,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,194,a,194,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,5,a,5,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,3,a,3,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,October,Octobre,1,a,1,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,1,a,1,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,34,a,34,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,58,a,58,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,63,a,63,a
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,9,a,9,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,2,a,2,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,79,a,79,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,89,a,89,a
2007,2007,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,14,a,14,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,8,a,8,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,61,a,61,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,85,a,85,a
2008,2008,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,86,a,86,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,3,a,3,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,15,a,15,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,10,a,10,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,13,a,13,a
2009,2009,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,1,a,1,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,5,a,5,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,81,a,81,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,121,a,121,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,13,a,13,a
2010,2010,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,4,a,4,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,14,a,14,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,78,a,78,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,83,a,83,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,22,a,22,a
2011,2011,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,2,a,2,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,12,a,12,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,75,a,75,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,143,a,143,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,41,a,41,a
2012,2012,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,10,a,10,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,May,Mai,4,a,4,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,June,Juin,145,a,145,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,July,Juillet,75,a,75,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,August,Ao˚t,19,a,19,a
2013,2013,NT,Northwest Territories,Territoires du Nord-Ouest,September,Septembre,5,a,5,a
